url,id,title,description,projects,labels,assignees,milestone,status
https://github.com/blackbaud/skyux2/issues/422,422,"Ensure hashes are generated consistently across SPA projects","May require use of the ""DLL"" Webpack plugin.

From https://github.com/blackbaud/skyux-cli/issues/9",projects,"deployer","",,open,undefined
https://github.com/blackbaud/skyux2/issues/421,421,"Consider better wording for SPA root directory prompt","#The ""What is the root directory for your SPA?"" prompt could use some more information about how the value specified here will be the root directory in SKY Pages Host and that a local folder with a prefix of ""sky-pages-spa-"" will be created with it.

From https://github.com/blackbaud/skyux-cli/issues/30",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/420,420,"Add example unit/e2e tests to project template","From https://github.com/blackbaud/skyux-cli/issues/32",projects,"builder","Blackbaud-BobbyEarl",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/419,419,"Add template + component creation to cli","I like ng-cli's ability to create components, routes, etc.  I think we can add value to that by allowing our consumers to create pages with the necessary template + components.  Something like `skyux create-page list` (see http://skyux.developer.blackbaud.com/guidelines/page-layouts/).

From https://github.com/blackbaud/skyux-cli/issues/56",projects,"builder,enhancement","",,open,undefined
https://github.com/blackbaud/skyux2/issues/418,418,"e2e command - Allow individual spec file to be passed in ","Originally from @Blackbaud-JonathanBell 

It would be useful for quicker testing to let you pass a spec file to skyux e2e so have it run just that file.  Under the hood, protractor allows this.

From https://github.com/blackbaud/skyux-cli/issues/58",projects,"builder","Blackbaud-PaulCrowder",,closed,undefined
https://github.com/blackbaud/skyux2/issues/417,417,"Explore automating the certificate install","It would be kind of interesting and time saving if upon installation of the cli, we automatically detect the architecture and run the necessary script to install the certificate.  Something to explore.

From https://github.com/blackbaud/skyux-cli/issues/62",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/416,416,"Update dependencies in builder","Webpack 2.2.0 has been released with many newer versions of our dependencies.  Hoping to hold off on this until E2E testing is in place.

- [x] Update Webpack
- [ ] Update Angular to version 4 (after components are updated)
",projects,"builder","Blackbaud-SteveBrush",Block 3 Sprint 2 - 5/5/2017,open,undefined
https://github.com/blackbaud/skyux2/issues/415,415,"Investigate integrating entitlements/environment ID with omnibar integration","From https://github.com/blackbaud/skyux-cli/issues/79",projects,"builder","Blackbaud-PaulCrowder",Block 2 Sprint 4 - 3/24/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/414,414,"Create internal e2e tests for auth:true","From https://github.com/blackbaud/skyux-cli/issues/80",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/413,413,"Allow mechanism to specify global styles","From https://github.com/blackbaud/skyux-cli/issues/81",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/412,412,"Create example unit and e2e tests in the template","From https://github.com/blackbaud/skyux-cli/issues/83",projects,"builder","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/411,411,"Add TSLint as a separate step to ensure all files are checked","Originally from @Blackbaud-TrevorBurch 

Currently, TSLint is only ran on files under test as part of `skyux test`. We should add a step that allows for all files to be checked by TSLint even if they do not have a .spec.ts file that references them yet.

From https://github.com/blackbaud/skyux-cli/issues/84",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/410,410,"Combine skyux2 and skyux-builder repos.","After further discussion and watching how user's consume us, we think combining the skyux2 component library and the skyux-builder code might be more efficient and beneficial.

The skyux-cli would remain separate.  It's installed globally which means consumer are less likely to update it (even with the auto prompts to upgrade we implemented).  Keeping that in mind means we want to keep it as lightweight as possible and contain as little logic as possible.

It performs two basic functions:

- Globally register `skyux` as a known command.
- Handle the commands that can be run outside the context of a project: `skyux help` and `skyux new`

Perhaps as a first past, we could leave the repos/packages separate, but at least have builder require skyux2 (or vice-versa) and remove that requirement in the current skyux-template.

Possible complications to the ""quick"" approach we discussed today.  Even if we took the first approach of removing skyux-builder from the template, and moved it as a dependency for skyux, we'd have to update CLI to either not look in package.json or look for skyux instead.

From https://github.com/blackbaud/skyux-cli/issues/85",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/409,409,"Update the skyux-cli readme with a link to the learn documentation","Instead of rehashing the documentation from our site in the skyux-cli, update our readme to point to the formal documentation at developer.blackbaud.com/skyux2

From https://github.com/blackbaud/skyux-cli/issues/86",projects,"documentation","blackbaud-johnly",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/408,408,"Add documentation around using route parameters in skyux tutorials","This could possibly also include an example in the `skyux-template`.

From https://github.com/blackbaud/skyux-cli/issues/89",projects,"builder,documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/407,407,"Ensure that code coverage works properly with unit tests in skyux builder apps","From https://github.com/blackbaud/skyux-cli/issues/96",projects,"builder","Blackbaud-BobbyEarl",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/406,406,"Enable HMR","Refactoring webpack config to enable hot module replacement should significantly decrease wait times for developers when running skyux serve. 

From https://github.com/blackbaud/skyux-cli/issues/98",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/405,405,"Document using app-extras.module.ts","An example on how you could use a third-party component/service...

```
import { NgModule } from '@angular/core';
import { DragulaService, DragulaModule } from 'ng2-dragula/ng2-dragula';

// Specify entry components, module-level providers, etc. here.
@NgModule({
  imports: [
    DragulaModule
  ],
  exports: [
    DragulaModule
  ],
  providers: [
    DragulaService
  ],
  entryComponents: []
})
export class AppExtrasModule { }
```

From https://github.com/blackbaud/skyux-cli/issues/99",projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/404,404,"Consider making dragula first-class","If we're suggesting Dragula be *the* way to make something draggable, is it worth making that available first-class, instead of having to do what's exampled in #99

From https://github.com/blackbaud/skyux-cli/issues/100",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/403,403,"Investigate Neutrino","Either look for inspiration or if it's worth incorporating...

https://neutrino.js.org/

From https://github.com/blackbaud/skyux-cli/issues/101",projects,"builder","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/402,402,"Allow users to specify a browser to open an app in","Originally from @Blackbaud-TrevorBurch 

Currently, `skyux serve` opens the application in the user's default browser. This change would allow for the user to specify an alternative browser to open the application in. This is useful for cross-browser manual testing as, without this option, the user has to change their default browser in order to launch into another browser.

From https://github.com/blackbaud/skyux-cli/issues/102",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/401,401,"Research Firefox localhost exception","Originally from @Blackbaud-TrevorBurch 

Whenever you try to launch an application into Firefox the application just hangs and never loads. In order to fix this you must navigate to the `localhost` url and then follow the instructions for adding an exception for the localhost url. The warning that is shown when navigating to the `localhost` url is that the connection is not secure. After this is done, the application can launch at the `sky.blackbaud-dev.com` url. We should research whether or not we can configure things so that this exception is not needed and if this is not possible then we should document that this is required when using Firefox. 

https://github.com/blackbaud/skyux-cli/issues/103",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/400,400,"Support building skyux-builder in Windows","@Blackbaud-JonathanBell and I ran through some issues to make `skyux-builder` easier to test in Windows.

- `npm run coverage` should follow https://github.com/gotwarlost/istanbul#usage-on-windows
- `npm run lint` throws errors about invalid line endings.  My guess is this is related to not having a `.gitattributes` file.
- Failing unit test because of forward vs back slash ""should support a custom routesPattern""

From https://github.com/blackbaud/skyux-cli/issues/108",projects,"builder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/399,399,"Flesh out getting started docs","- Add tutorials for testing

- Add tutorial for hosting.

- Continue to address feedback from Kris Mahon.

- Update skyux2 and skyux-cli READMEs.

From https://github.com/blackbaud/skyux-cli/issues/109",projects,"documentation","blackbaud-johnly",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/398,398,"Add `rel="stylesheet"` to our external CSS links","Found by @Blackbaud-PeteLukich, we should add `rel=""stylesheet""` to our external CSS links.  Needed in Builder and Host.

From https://github.com/blackbaud/skyux-cli/issues/110",projects,"builder","Blackbaud-BobbyEarl",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/396,396,"Card selectedChange event does not fire when checkbox is clicked","### Expected behavior
When I click on a checkbox on a selectable card I would expect the selectedChange event to fire

### Actual behavior
If you select the main portion of the card the event does fire but if you click directly on the checkbox it does not fire

### Steps to reproduce
Visit plunker and click on the card (not the checkbox). You will see that ""Test"" is printed below the card. Then click on the checkbox and notice that ""Test"" is not printed again.

### Plunker
https://plnkr.co/edit/WXBbiuywOMo3OK0XOxn7?p=preview",projects,"beginner,bug,sky-card","Blackbaud-PatrickOFriel",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/393,393,"Toggle switch","https://blackbaudinc.box.com/s/ephc36pep7b7ge5luyiik6j3zjxbain3

Approved
Designer: Vin

This will likely be built in SkyUX1 by a product team. ",projects,"enhancement","",,open,undefined
https://github.com/blackbaud/skyux2/issues/389,389,"Modal header content not bold as in Sky Ux 1","### Expected behavior
The content of a modal's header should be bold as it is in Sky Ux 1

### Actual behavior
The content is not bold

### Steps to reproduce
Create a modal with header content and observe

### Plunker
Can be seen in docs for the modal component.",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/388,388,"Port over tab header count (sub)component","Add Tab Header Counts to Tabs component in SKY UX 2.

Tabs component in SKY UX 2:  https://developer.blackbaud.com/skyux2/components/tabs

Tabset component, with Tab Header Count, in SKY UX 1:
http://skyux.developer.blackbaud.com/components/tabset/

",projects,"beginner,port","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/387,387,"Add checklist single select mode","This should probably just be an additional view for list",projects,"intermediate,sky-checklist","",,open,undefined
https://github.com/blackbaud/skyux2/issues/386,386,"Upgrade to Angular 2.4.8","We're on 2.4.5 at this point. We should upgrade to the latest stable version",projects,"","Blackbaud-PatrickOFriel",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/382,382,"sky-action-button doesn't load font-awesome class before use in HTML","### Expected behavior
this.fontSizeClass should be set before the template uses it and the icon should be styled appropriately.

### Actual behavior
Possible race condition with .subscribe() where call to service doesn't fully resolve before template uses the fontSizeClass property.

### Steps to reproduce
- Have SPA or site with multiple tabs
- Have a sky-action-button element with an icon
- Visit tab containing element
- Visit another tab
- Go back to tab containing sky-action-button
- Notice errors in console
",projects,"bug","Blackbaud-PatrickOFriel",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/381,381,"Action button font size is not initialized","We have reports of an error with action buttons, where ngClass in the action button component is failing because it's assigned to an undefined variable. We should initialize the ngClass font size variable on property initialization.",projects,"bug","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/379,379,"Add directive around email validation",,projects,"beginner,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/378,378,"Add checklist show/hide subset functionality","This should be a filtering option for list so lets finish #170 first",projects,"intermediate,sky-checklist","",,open,undefined
https://github.com/blackbaud/skyux2/issues/377,377,"Add checklist category dropdown","This is dependent on the inline filters in list functionality #170 ",projects,"intermediate,sky-checklist","",,open,undefined
https://github.com/blackbaud/skyux2/issues/376,376,"Add checklist show only selected functionality","This should be a part of the list multiselect functionality.",projects,"intermediate,sky-checklist","",,open,undefined
https://github.com/blackbaud/skyux2/issues/371,371,"Cannot place wait inside of a grid","### Expected behavior
When placing a sky-wait inside of a sky-grid or sky-list-view grid I would expect the wait to attach to the content area of the grid

### Actual behavior
An error is recieved when trying to accomplish this.

`Cannot read property 'style' of null` 

### Steps to reproduce
Place a sky-wait inside of a sky-grid and observe

### Plunker 
https://plnkr.co/edit/J8lsKHVHmR6yUA2Bhp14?p=preview",projects,"beginner,sky-grid","",,open,undefined
https://github.com/blackbaud/skyux2/issues/370,370,"Plunker for List View Grid broken","### Expected behavior
The plunker should load a list view grid

### Actual behavior
The plunker just hangs at the loading view

### Plunker 
This is the Plunker from the Sky Ux 2 documentation for a List View Grid",projects,"documentation,sky-grid,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 8 - 2/24/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/364,364,"Delete demo folder in root",,projects,"","Blackbaud-PatrickOFriel",Block 1 Sprint 8 - 2/24/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/363,363,"Only update documentation on release","Right now, the skyux 2 documentation updates on each merge into master, we should change this to update only when we release, so that the documentation reflects what is available through our npm package.",projects,"automation,documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/362,362,"Add a icon to the skyux 2 documentation title",,projects,"documentation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/361,361,"Modal content height is not bound","If the modal content gets very large, then the footer is not visible on the screen. We should do something to specify a max-height on the content so that it scrolls and the footer is always shown.

Example: 
https://plnkr.co/edit/V5tAoH4TkZlAErdJMyH8?p=preview",projects,"sky-modal","Blackbaud-PatrickOFriel",Block 2 Sprint 1 - 3/3/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/358,358,"Bottom of Card's title cut off if a "g" is present","### Expected behavior
The full title should be seen with no text cut off.

### Actual behavior
The bottom of the ""g"" in a title with that letter is cut off

### Steps to reproduce
Place a title of ""Large card"" in a sky card and observe

### Example
This can be seen on the [Sky 2 docs for Cards](https://developer.blackbaud.com/skyux2/components/card)",projects,"bug,sky-card","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/357,357,"Run skyux visual tests through a skyux page","Currently we are running our visual regression tests by using webpack to serve some component fixtures up locally, and then use the local Browserstack tunnel to test using multiple browsers. 

This has a couple of drawbacks:

  - The Browserstack local tunnel can be flakey and disconnect randomly at times
  - Serving up our files with webpack doesn't allow us to have as many tests running in parallel, because they start slowing down to the point of failure as we add more.
  - Our visual tests are not being run in a environment similar to our users (SKY UX host/builder/etc)
 
To solve this, we should find a way to build our visual tests as a SKY UX app, which our visual tests will then hit remotely.
",projects,"automation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/355,355,"Update sky-dropdown to have appropriate z-index","the menu for sky-dropdown has no explicit z-index so it can be cut off by relative elements. We should add an appropriate z-index (which is able to handle things like the dropdown menu residing in a modal)",projects,"dropdown","Blackbaud-PatrickOFriel",Block 1 Sprint 8 - 2/24/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/353,353,"Sky-search is visible during full-page wait","### Expected behavior
A full page wait should cover all elements

### Actual behavior
If there is a sky-search on the page it is still visible when a full page wait is in effect.

### Steps to reproduce

1. Place a sky-toolbar with a sky-search on the page.
2. Place a full-page sky-wait on the page
3. Observe that the main portion of the sky-search is still visible when the wait is covering the page

### Plunker
https://plnkr.co/edit/lFnm15TgOmtq9mUfK6sH?p=preview",projects,"bug,sky-search","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/352,352,"Plunker uses incorrect css file","Our plunkers in the documentation page use the css files from our old npm package name, we should fix this",projects,"documentation","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/351,351,"Fix codecov reporting with Savage","When Savage runs a pull request build from an external contributor, code coverage is not reported back to the pull request. ",projects,"automation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/350,350,"Upgrade Savage","Look at upgrading Savage for some security benefits",projects,"automation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/349,349,"Update grid documentation","In the grid documentation, add information/an example for using templated columns. Also refer to the list-view-grid documentation to inform users to use the list component to get built in paging, and searching on a view of data.

In the list-view-grid documentation, refer users to the grid docs for column component information and to see the grid component used under the hood.",projects,"documentation,sky-grid","Blackbaud-PatrickOFriel",Block 1 Sprint 8 - 2/24/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/348,348,"Create Side Panel Component","### Expected behavior
The component would allow for a flyout from the side of the screen whenever something triggers the component.

### Sky Ux 1 Issue
[Issue 749 in Sky Ux 1](https://github.com/blackbaud/skyux/issues/749) correlates to this issue. 

### Design Approval
On August 24, 2016 the design for the component for Sky Ux 1 was marked as approved by @Blackbaud-ToddRoberts 

His comment:

> Approved.
> Designer: Tim
> Panel can contain arbitrary content. Styling/interaction as per RE implementation.
> https://blackbaudinc.box.com/s/canqp79aar2b6bhza5y22mw1fqc9faau",projects,"enhancement,intermediate","",,open,undefined
https://github.com/blackbaud/skyux2/issues/340,340,"Document using data providers for sky-list","Right now, the documentation for lists does not go in-depth to explain how data providers work for fetching remote data for a list. We need to provide examples of using data providers to fetch remote data for lists.",projects,"documentation,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/339,339,"Sky Grid Columns created with ngFor do not update if model is updated","### Expected behavior
When creating sky-grid-column elements using an ngFor I would expect the available columns to update if the list of columns updates.

### Actual behavior
If the available columns provided to the ngFor changes the sky-grid does not update to reflect these changes. This causes trying to populate a list of available columns using an HTTP call difficult as the grid does not update with the available columns once the HTTP data is returned.

### Steps to reproduce
Create a sky grid and use an ngFor to create the sky-grid-column elements. Have the variable that the ngFor references start with some initial data. In some manner, change the data for this variable and notice that the sky-grid does not update with the new columns.

### Plunker
https://plnkr.co/edit/Db0Ly9o3jhlMNlFGYNMG?p=preview

This Plunker shows the issue by showing that if you click the ""Change columns"" button the paragraph elements change but the sky-grid that references the same data does not change.",projects,"sky-grid","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/336,336,"Spacing issue between tabs and the tabset bottom border","### Expected behavior
There should not be a break between the bottom of a tab and the bottom border for the tabset
### Actual behavior
On my Lenovo Windows 8.1 machine at 1920X1080 resolution there is a small gap between the bottom of a tab and the tabset bottom. We have determined that if the vertical padding on the anchor tab inside the sky-tab-button is changed to be 8 instead of 7 this issue is resolved. 

### Steps to reproduce
This was hard to reproduce for the SKY UX 2 team; however, the conversation around this issue can be found on the 1bb-skyux-apps Slack channel. 
### Plunker
No plunker due to it not appearing for all systems. However a screenshot can be found in the 1bb-skyux-apps channel on Slack. The issue can be seen on the SKY UX 2 tabs documentation for affected machines.",projects,"bug,sky-tabset","Blackbaud-PatrickOFriel",Block 1 Sprint 6 - 2/10/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/329,329,"Navbar component - submenu target area","When hovering over a submenu item in the nav bar, mouse over any part of the menu will highlight the menu item you are hovering on. However, if you are not over (or nearly over) the actual text, then the link doesn't work. Hovering the text makes the font bold, but hovering the div still highlights the div. Clicking the div closes the nav menu but doesn't navigate.

This means the touch target for the menu item is much smaller and it is misleading/confusing because you see a hover state that doesn't do anything. Also, the top-level menu items have a touch target of the whole div/button area and not just the text.

https://developer.blackbaud.com/skyux2/components/navbar

![image](https://cloud.githubusercontent.com/assets/11995039/22595675/7ebf9e8c-e9f6-11e6-8a14-d655bd1805b2.png)
",projects,"bug,sky-navbar","Blackbaud-PatrickOFriel",Block 1 Sprint 6 - 2/10/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/324,324,"Tile change detection does not happen when component hosting tile dashboard uses OnPush","### Expected behavior

Using `ChangeDetectionStrategy.OnPush` on a component that contains a tile dashboard should have the tiles on the tile dashboard be rendered when the dashboard's config property is set.

### Actual behavior

Tiles are not rendered properly until change detection triggered by some other event on the tile.

### Steps to reproduce

- Create a component that hosts a `sky-tile-dashboard`.
- Set its `changeDetection` property to `ChangeDetectionStrategy.OnPush`.
- Set the tile dashboard's config to display tiles.
- Notice that portions of the tile that are bound to a property on the controller are not displayed (you can see this in the provided Plunker where the first tile's title is not rendered and the second tile is not collapsed).

### Plunker

https://plnkr.co/edit/r3foEngqmxSnazESG7gy?p=preview",projects,"sky-tile","Blackbaud-PaulCrowder",Block 1 Sprint 5 - 2/3/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/323,323,"Sky-card text overflows the border","### Expected behavior
Using a sky-key-info element within the sky-card-title results in text extending beyond the card border.

Per conversation with Patrick, filing this to see if there's a bug here (this might also be chalked up to general misuse of the component, and in my case I have a workaround).

### Actual behavior

### Steps to reproduce

### Plunker 
https://plnkr.co/edit/ypAykqFxLqDTqF0OryR8?p=preview",projects,"bug,sky-card","Blackbaud-PatrickOFriel",Block 1 Sprint 6 - 2/10/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/321,321,"Add border when multiple sky-tile-content-sections","When multiple `sky-tile-content-sections` are in a tile, there should be a small border on the bottom.  Identified by @Blackbaud-TrevorBurch

https://github.com/blackbaud/skyux/blob/master/scss/_tile.scss#L211-L213 

should be ported to 

https://github.com/blackbaud/skyux2/blob/master/src/modules/tiles/tile/tile.component.scss#L52-L57",projects,"sky-tile","Blackbaud-PatrickOFriel",Block 1 Sprint 6 - 2/10/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/319,319,"Create component for large buttons","https://blackbaudinc.app.box.com/s/ykhoizocl7erk3xshrtgo6ztkhgxp6b4",projects,"enhancement,sky-action-button","Blackbaud-PatrickOFriel",Block 1 Sprint 5 - 2/3/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/317,317,"Increase grid header size by dragging","Allow users to drag the right and left sides of column headers to decrease and increase the header size",projects,"intermediate,sky-grid,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/316,316,"Add grid multiselect functionality","Add a checkbox to every grid row that can allow users to select rows. Also have a checkbox in the grid header which will select/deselect all items in the grid",projects,"intermediate,sky-grid,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/315,315,"Add sort functionality to grid component headers","Allow users to click headers to indicate data should be sorted. Sort indication should display (ascending/descending) using the caret-up and caret-down icons.",projects,"sky-grid,sky-listbuilder","Blackbaud-PatrickOFriel",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/314,314,"Create grid column chooser service","Create a service that launches a column chooser modal that can be easily consumed with the grid component. This relies on the checklist component being created.",projects,"sky-grid,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 8 - 2/24/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/313,313,"Listbuilder secondary actions","Create the ability to add a secondary actions dropdown to the list toolbar. Users can add the column chooser to the secondary actions dropdown when a grid view is used",projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 8 - 2/24/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/312,312,"Listbuilder toolbar","Create a listbuilder toolbar, which at one point will contain patterns for add button, search, sort dropdown, filtering, and view switching.

For the initial implementation, integrate the existing search component into the list toolbar",projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 5 - 2/3/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/310,310,"Update skyux paths in component documentation","In the component documentation, the typescript examples for each component import SKY UX services, classes, etc using an import path that is relative to the SKYUX 2 repository. Instead, we should have a build step that shows the examples importing from the standard `@blackbaud/skyux` build path.",projects,"documentation","Blackbaud-PatrickOFriel",Block 1 Sprint 4 - 1/27/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/309,309,"Update tile documentation to include entryComponent information","When using tiles within a tile dashboard, the tiles are only referenced through the tile dashboard configuration. Because they're not referenced in a template, individual tile components have to be listed as entryComponents in the application. We should document this in the tile component documentation.",projects,"documentation","Blackbaud-PatrickOFriel",Block 1 Sprint 4 - 1/27/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/307,307,"The "Edit in plunker" button for modals and tiles does not work properly","This is probably due to the fact that there are multiple components within the demo and we don't account for that in our docs code. See http://developer.blackbaud.com/skyux2/components",projects,"bug,documentation","Blackbaud-PatrickOFriel",Block 1 Sprint 4 - 1/27/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/302,302,"Port over additional button variants","- secondary
- link (note that this should behave differently than in skyux - it should maintain the 6/12 padding of regular buttons)
- inline link ",projects,"port","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/301,301,"sky modal opens on left side of page IE 11","### Expected behavior
when opening a modal we expect it to open in the center of the page
### Actual behavior
On IE 11 modal opens on left side of the page, despite its margin: 0 auto property being set
![modalmishaps](https://cloud.githubusercontent.com/assets/11929859/22079042/76b91256-dd88-11e6-97e2-d2a115d7231b.PNG)

### Steps to reproduce
was unable to get your modal component working in a plunker but you can view this on your skyux2 components demo page: https://developer.blackbaud.com/skyux2/components/modal. just open the modal",projects,"bug,sky-modal","Blackbaud-PatrickOFriel",Block 1 Sprint 4 - 1/27/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/291,291,"Documentation and demo for bb-grid infinite scroll","when using the bb-infinite-scroll attribute on bb-grid, you must still resolve the promise in the `loadMoreRows` event. This notifies infinite scroll that the grid has completed loading data.  The documentation and demo do not reflect this and we should update it.",projects,"documentation","Blackbaud-PatrickOFriel",Block 1 Sprint 2 - 1/13/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/288,288,"Add documentation for the media query service",,projects,"documentation","Blackbaud-PatrickOFriel",Block 1 Sprint 3 - 1/20/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/284,284,"Add a way to specify providers in a tile dashboard","There's currently no clean way to pass context to a tile in a tile dashboard.  We should add a `providers` property to the tile config object to allow passing context to it.",projects,"sky-tile","Blackbaud-PaulCrowder",Block 1 Sprint 2 - 1/13/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/281,281,"Listbuilder card view",,projects,"difficult,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/280,280,"Listbuilder repeater view",,projects,"difficult,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/279,279,"Listbuilder multiselect functionality",,projects,"intermediate,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/278,278,"Add selectable functionality to repeater item",,projects,"beginner,sky-repeater","",,open,undefined
https://github.com/blackbaud/skyux2/issues/277,277,"Bundle resource strings and moment resources for the dist folder",,projects,"automation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/274,274,"Port over the definition list functionality from SKY UX 1",,projects,"port","Blackbaud-PaulCrowder",Block 1 Sprint 1 - 1/6/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/271,271,"Create lingoport repo for sky ux 2","Set up a lingoport repository for SKY UX 2 to get automated translations in the way that we do for SKY UX 1.",projects,"automation","",,open,undefined
https://github.com/blackbaud/skyux2/issues/268,268,"Update media-query service to use Subject","Change media-query service to have a public current member that is a subject<SkyMediaBreakpoint> which components can subscribe to . 

SkyMediaBreakpoint will have members: 
{ 
  xs: boolean,
  sm: boolean,
  md: boolean,
  lg: boolean
}

This will be a globally provided service.",projects,"enhancement","Blackbaud-PatrickOFriel",Block 1 Sprint 1 - 1/6/2017,closed,undefined
